Account Name,Adjusted Cost,Adjusted Proceeds,Avg Buy Price,Avg Sell Price,Exit Efficiency,Best Exit,Best Exit Price,Best Exit Time,Close Date,Close Time,Commission,Duration,Emotions & Habits,Entry Price,Executions,Exit Price,Gross P&L,Trade Risk,Initial Target,Instrument,Spread Type,Market Context,Mistakes,Net P&L,Net ROI,Open Date,Open Time,Outcomes & Learnings,Pips,Reward Ratio,Points,Position MAE,Position MFE,Price MAE,Price MFE,Realized RR,Return Per Pip,Reviewed,Sector,Setups,Side,Status,Playbook,Symbol,Ticks Value,Ticks Per Contract,Fee,Swap,Trade Type,Rating,Quantity,Zella Score
JPATrades,1254.0,1365.0,4.18,4.55,24.03,462.0,5.72,2025-07-02 14:38:00 UTC,2025-07-02,10:06:54 EDT,0.0,1716.51,"",4.18,2,4.55,111.0,0.0,0.0,2025-07-09 549 CALL,single,"","",111.0,0.08851675,2025-07-02,09:38:17 EDT,"",,,,6.0,117.0,4.2,4.57,,,false,"","",long,Win,"",QQQ,,,0.0,0.0,"",,3.0,94.59459459
JPATrades,1371.0,1419.9,4.57,4.733,32.89,149.0,5.2,2025-07-02 16:15:00 UTC,2025-07-02,10:47:06 EDT,0.0,958.969,"",4.61,5,4.7,49.0,0.0,0.0,2025-07-09 550 CALL,single,"","",49.0,0.03574034,2025-07-02,10:31:07 EDT,"",,,,-11.0,63.0,4.4,4.8,,,false,"","",long,Win,"",QQQ,,,0.0,0.0,"",,3.0,77.77777778
JPATrades,391.0,404.0,3.91,4.04,38.24,34.0,4.25,2025-07-02 19:00:00 UTC,2025-07-02,12:57:11 EDT,0.0,1628.79,"",3.91,2,4.04,13.0,0.0,0.0,2025-07-09 620 CALL,single,"","",13.0,0.03324808,2025-07-02,12:30:02 EDT,"",,,,9.0,21.0,4.0,4.12,,,false,"","",long,Win,"",SPY,,,0.0,0.0,"",,1.0,33.33333333
JPATrades,1825.0,2145.0,3.65,4.29,30.05,1065.0,5.78,2025-07-03 15:12:00 UTC,2025-07-03,09:52:09 EDT,0.0,575.345,"calm & disciplined, confident",3.65,2,4.29,320.0,-150.0,425.0,2025-07-09 554 CALL,single,bullish trend,sold early,320.0,0.17534247,2025-07-03,09:42:34 EDT,missed runner,,2.83333333,,0.0,345.0,3.65,4.34,2.13333333,,true,tech,"gap and go, break and retest pm",long,Win,"",QQQ,,,0.0,0.0,"day trade, etf",4.5,5.0,92.75362319
JPATrades,1125.0,1155.0,3.75,3.85,7.41,405.0,5.1,2025-07-03 15:54:00 UTC,2025-07-03,09:55:21 EDT,0.0,42.108,"fear of reversal, fomo, trigger happy",3.75,3,3.85,30.0,-30.0,60.0,2025-07-09 555 CALL,single,bullish trend,"ignored plan, no plan, sold early",30.0,0.02666667,2025-07-03,09:54:39 EDT,missed runner,,2.0,,0.0,30.0,3.75,3.85,1.0,,true,tech,"orderblock retest, break and retest 5 m, gap and go",long,Win,"",QQQ,,,0.0,0.0,"day trade, etf, high conviction",2.0,3.0,100.0
JPATrades,1650.0,1315.0,3.3,2.63,,,,,2025-07-07,10:07:11 EDT,0.0,1211.388,"",3.3,4,2.63,-335.0,0.0,0.0,2025-07-11 280 CALL,single,"","",-335.0,-0.2030303,2025-07-07,09:46:59 EDT,"",,,,-337.0,220.0,2.61,3.85,,,false,"","",long,Loss,"",AVGO,,,0.0,0.0,"",,5.0,-99.40652819
JPATrades,97.0,100.0,0.97,1.0,23.08,13.0,1.1,2025-07-07 15:16:00 UTC,2025-07-07,14:21:52 EDT,0.0,12904.781,"",0.97,2,1.0,3.0,0.0,0.0,2025-09-19 15 CALL,single,"","",3.0,0.03092784,2025-07-07,10:46:47 EDT,"",,,,1.0,13.0,0.98,1.1,,,false,"","",long,Win,"",METC,,,0.0,0.0,"",,1.0,16.66666667
JPATrades,160.0,31.0,1.6,0.31,,20.0,1.8,2025-07-07 11:00:00 UTC,2025-07-08,10:27:44 EDT,0.0,426860.555,blind faith,1.6,2,0.31,-129.0,-60.0,140.0,2025-07-11 128 CALL,single,bullish trend,"no plan, stop not honored",-129.0,-0.80625,2025-07-03,11:53:23 EDT,"",,2.33333333,,-131.0,20.0,0.29,1.8,-2.15,,true,tech,news,long,Loss,"",DELL,,,0.0,0.0,"swing trade, callout, stock",2.5,1.0,-98.47328244
JPATrades,4336.2,4401.0,2.409,2.445,64.36,101.0,2.64,2025-07-09 16:40:00 UTC,2025-07-09,09:42:20 EDT,0.0,170216.861,"",3.3,13,2.6,65.0,0.0,0.0,2025-07-11 280 CALL,single,"","",65.0,0.01499077,2025-07-07,10:25:23 EDT,"",,,,-1850.0,418.0,0.88,3.4,,,false,"","",long,Win,"",AVGO,,,0.0,0.0,"",,18.0,15.55023923
JPATrades,1269.2,1445.2,3.173,3.613,60.48,291.0,4.55,2025-07-11 17:19:00 UTC,2025-07-11,12:04:43 EDT,0.0,95032.072,"",3.4,5,3.4,176.0,0.0,0.0,2025-07-18 145 CALL,single,"","",176.0,0.13869188,2025-07-10,09:40:51 EDT,"",,,,-303.0,221.0,1.78,4.13,,,false,"","",long,Win,"",AMD,,,0.0,0.0,"",,4.0,79.63800905
JPATrades,3615.6,4830.0,1.572,2.1,55.69,2180.0,2.52,2025-07-14 14:46:00 UTC,2025-07-14,11:07:48 EDT,0.0,350717.883,"",3.7,14,2.1,1214.0,0.0,0.0,2025-07-18 285 CALL,single,"","",1214.0,0.33573009,2025-07-10,09:42:30 EDT,"",,,,-1430.0,0.0,0.7,2.52,,,false,"","",long,Win,"",AVGO,,,0.0,0.0,"",,23.0,84.8951049
JPATrades,59.0,85.0,0.59,0.85,76.47,34.0,0.93,2025-07-14 19:22:00 UTC,2025-07-14,13:05:25 EDT,0.0,6779.329,"",0.59,2,0.85,26.0,0.0,0.0,2025-07-25 60 CALL,single,"","",26.0,0.44067797,2025-07-14,11:12:26 EDT,"",,,,-9.0,31.0,0.5,0.9,,,false,"","",long,Win,"",NBIS,,,0.0,0.0,"",,1.0,83.87096774
JPATrades,310.0,335.0,1.55,1.675,54.35,46.0,1.91,2025-07-17 15:26:00 UTC,2025-07-17,09:56:47 EDT,0.0,494.784,"",1.55,3,1.7,25.0,0.0,0.0,2025-07-25 300 CALL,single,"","",25.0,0.08064516,2025-07-17,09:48:32 EDT,"",,,,0.0,32.0,1.55,1.77,,,false,"","",long,Win,"",SMH,,,0.0,0.0,"",,2.0,78.125
JPATrades,3504.0,4214.0,3.504,4.214,93.18,762.0,4.7,2025-07-17 16:25:00 UTC,2025-07-17,09:56:59 EDT,0.0,173545.371,"",4.19,13,4.18,710.0,0.0,0.0,2025-08-01 175 CALL,single,"","",710.0,0.20262557,2025-07-15,09:44:33 EDT,"",,,,-225.0,375.0,2.84,4.7,,,false,"","",long,Win,"",NVDA,,,0.0,0.0,"",,10.0,189.33333333
JPATrades,1930.0,2284.0,3.86,4.568,71.52,495.0,6.21,2025-07-21 14:06:00 UTC,2025-07-21,09:41:19 EDT,0.0,253360.047,"",3.86,7,4.8,354.0,0.0,0.0,2025-07-25 562 CALL,single,"","",354.0,0.18341969,2025-07-18,11:18:39 EDT,"",,,,-153.0,705.0,3.35,6.21,,,false,"","",long,Win,"",QQQ,,,0.0,0.0,"",,5.0,50.21276596
JPATrades,748.0,999.0,1.496,1.998,69.15,363.0,2.57,2025-07-21 14:10:00 UTC,2025-07-21,09:42:00 EDT,0.0,410177.619,blind faith,1.49,7,2.01,251.0,0.0,0.0,2025-07-25 215 CALL,single,bullish trend,"too shortdated, no plan",251.0,0.3355615,2025-07-16,15:45:43 EDT,"lucky, profitable scale-out",,,,-265.0,579.0,0.83,2.94,,,true,tech,breakout,long,Win,"",AAPL,,,0.0,0.0,"swing trade, stock, idea trade",3.5,5.0,43.35060449
JPATrades,330.0,298.0,0.33,0.298,,,,,2025-07-21,09:51:30 EDT,0.0,500183.664,"",0.33,6,0.22,-32.0,0.0,0.0,2025-08-15 2 CALL,single,"","",-32.0,-0.0969697,2025-07-15,14:55:07 EDT,"",,,,-80.0,35.0,0.19,0.4,,,false,"","",long,Loss,"",OMEX,,,0.0,0.0,"",,10.0,-40.0
JPATrades,345.9,150.0,1.153,0.5,,29.0,1.25,2025-07-16 10:00:00 UTC,2025-07-21,15:33:59 EDT,0.0,522458.621,"blind faith, boredom, fomo",1.16,3,0.5,-196.0,-196.0,554.0,2025-08-15 18 CALL,single,bullish trend,"stop not honored, oversized, no plan, ignored plan, averaged down",-196.0,-0.56647399,2025-07-15,14:26:21 EDT,"",,2.82653061,,-214.0,29.0,0.44,1.25,-1.0,,true,"","news, momentum",long,Loss,"",USAR,,,0.0,0.0,"callout, swing trade, idea trade, stock",0.5,3.0,-91.58878505
JPATrades,1095.0,1170.0,3.65,3.9,45.45,165.0,4.2,2025-07-22 14:17:00 UTC,2025-07-22,09:49:11 EDT,0.0,84.884,fomo,3.65,2,3.9,75.0,-45.0,105.0,2025-08-01 150 PUT,single,bearish trend,"oversized, emotional entry, no plan",75.0,0.06849315,2025-07-22,09:47:46 EDT,missed runner,,2.33333333,,-18.0,114.0,3.59,4.03,1.66666667,,true,"chip, tech",momentum,short,Win,"",AMD,,,0.0,0.0,"day trade, stock, idea trade",2.0,3.0,65.78947368
JPATrades,820.0,858.0,4.1,4.29,-271.43,-14.0,4.29,2025-07-23 14:00:00 UTC,2025-07-23,10:00:22 EDT,0.0,85865.413,"fomo, trigger happy",4.55,3,4.29,38.0,-120.0,240.0,2025-08-01 280 PUT,single,bullish trend,"averaged down, emotional entry, ignored plan, stop not honored",38.0,0.04634146,2025-07-22,10:09:16 EDT,"",,2.0,,-130.0,38.0,3.45,4.29,0.31666667,,true,"chip, tech","",short,Win,"",SMH,,,0.0,0.0,"swing trade, etf, idea trade",1.5,2.0,100.0
JPATrades,370.0,416.0,3.7,4.16,54.12,85.0,4.55,2025-07-24 13:00:00 UTC,2025-07-24,09:31:19 EDT,0.0,63115.924,overconfident,3.7,2,4.16,46.0,0.0,0.0,2025-09-19 210 CALL,single,bullish trend,"",46.0,0.12432432,2025-07-23,15:59:23 EDT,"",,,,-60.0,85.0,3.1,4.55,,,true,tech,earnings,long,Win,"",GOOGL,,,0.0,0.0,"swing trade, stock, callout",2.5,1.0,54.11764706
JPATrades,170.0,260.0,0.85,1.3,56.25,160.0,1.65,2025-07-24 17:13:00 UTC,2025-07-24,12:23:18 EDT,0.0,1807.061,blind faith,0.85,2,1.3,90.0,0.0,0.0,2025-07-25 150 CALL,single,bullish trend,"low risk-reward, no plan, too shortdated",90.0,0.52941176,2025-07-24,11:53:11 EDT,missed runner,,,,2.0,108.0,0.86,1.39,,,true,tech,"news, momentum",long,Win,"",RDDT,,,0.0,0.0,"stock, callout, day trade",,2.0,83.01886792
JPATrades,772.0,60.0,1.544,0.12,,,,,2025-07-29,11:52:23 EDT,0.0,681041.117,"blind faith, boredom, overconfident",2.6,5,0.12,-712.0,0.0,0.0,2025-08-01 30 CALL,single,bearish trend,"stop not honored, averaged down, too shortdated, oversized",-712.0,-0.92227979,2025-07-21,14:41:42 EDT,"",,,,-727.0,478.0,0.09,3.56,,,true,crypto,"",long,Loss,"",SBET,,,0.0,0.0,"idea trade, callout, swing trade",0.5,5.0,-97.93672627
JPATrades,588.0,40.0,2.94,0.2,,-546.0,,,2025-07-29,11:52:29 EDT,0.0,422568.701,"blind faith, overconfident",3.5,4,0.2,-548.0,-188.0,0.0,2025-08-01 855 CALL,single,bullish trend,"ignored plan, no plan, too shortdated",-548.0,-0.93197279,2025-07-24,14:29:41 EDT,"",,,,-567.0,62.0,0.01,3.7,-2.91489362,,true,healthcare,momentum,long,Loss,"",LLY,,,0.0,0.0,"callout, swing trade, stock",1.0,2.0,-96.64902998
JPATrades,2012.8,2560.0,2.516,3.2,417.56,131.0,3.56,2025-07-30 16:00:00 UTC,2025-07-30,12:14:13 EDT,0.0,519940.83,"",2.95,9,3.2,547.0,-1133.0,0.0,2025-08-01 195 CALL,single,bullish trend,"averaged down, emotional entry, ignored plan, low risk-reward, oversized, stop not honored, too shortdated",547.0,0.27173373,2025-07-24,11:48:32 EDT,lucky,,,,-1125.0,835.0,1.01,3.56,0.48278906,,true,tech,break and retest,long,Win,"",GOOGL,,,0.0,0.0,"swing trade, stock, idea trade",2.5,8.0,65.50898204
JPATrades,619.3,176.0,0.563,0.16,,-442.0,,,2025-07-30,14:59:42 EDT,0.0,96189.987,"blind faith, boredom, fomo",0.57,12,0.16,-443.0,-289.0,0.0,2025-08-01 452 CALL,single,bullish trend,"oversized, no plan, low risk-reward, ignored plan, averaged down, stop not honored",-443.0,-0.71567044,2025-07-29,12:16:32 EDT,"",,,,-404.0,23.0,0.16,0.8,-1.53287197,,true,industrials,"",long,Loss,"",DIA,,,0.0,0.0,"callout, swing trade, etf",0.5,11.0,-109.65346535
JPATrades,627.0,720.0,6.27,7.2,72.66,128.0,7.55,2025-07-31 13:00:00 UTC,2025-07-31,09:30:08 EDT,0.0,63540.96,"blind faith, fomo",6.27,2,7.2,93.0,0.0,0.0,2025-08-08 185 CALL,single,bullish trend,"low risk-reward, no plan",93.0,0.14832536,2025-07-30,15:51:07 EDT,lucky,,,,-56.0,128.0,5.71,7.55,,,true,"chip, tech","",long,Win,"",AMD,,,0.0,0.0,"swing trade, stock, idea trade, callout",2.5,1.0,72.65625
JPATrades,2216.9,2547.3,3.167,3.639,101.23,326.0,6.09,2025-07-31 17:59:00 UTC,2025-07-31,10:59:48 EDT,0.0,4899.952,calm & disciplined,3.14,10,3.74,330.0,-257.0,443.0,2025-08-08 180 PUT,single,bullish trend,"low risk-reward, sold early",330.0,0.1488498,2025-07-31,09:38:08 EDT,missed runner,,1.72373541,,-425.0,378.0,2.56,3.85,1.28404669,,true,"tech, chip",break and retest pm,short,Win,"",NVDA,,,0.0,0.0,"stock, day trade",3.0,7.0,87.3015873
JPATrades,1346.1,1548.0,4.487,5.16,90.99,222.0,6.2,2025-07-31 19:46:00 UTC,2025-07-31,14:16:30 EDT,0.0,81340.276,"blind faith, boredom, fomo",5.78,6,6.0,202.0,0.0,0.0,2025-08-15 630 PUT,single,bullish trend,"averaged down, low risk-reward, oversized, stop not honored, sold early",202.0,0.15007429,2025-07-30,15:40:50 EDT,"lucky, missed runner",,,,-500.0,304.0,2.8,6.01,,,true,tech,"",short,Win,"",SPY,,,0.0,0.0,"swing trade, etf, callout",3.0,3.0,66.44736842
JPATrades,3970.4,4400.0,4.963,5.5,101.18,425.0,5.45,2025-08-01 16:28:00 UTC,2025-08-01,11:58:05 EDT,0.0,5353.01,"",4.9,9,5.5,430.0,-250.0,510.0,2025-08-08 285 CALL,single,bullish trend,"averaged up, oversized",430.0,0.10831234,2025-08-01,10:28:52 EDT,profitable scale-out,,2.04,,-210.0,535.0,4.5,5.85,1.72,,true,"chip, tech","break and retest 5 m, break and retest 15m, break and retest current day range",long,Win,"",SMH,,,0.0,0.0,"day trade, etf, high conviction",4.0,8.0,80.37383178
JPATrades,3738.0,4089.6,3.115,3.408,97.24,362.0,3.84,2025-08-04 19:56:00 UTC,2025-08-04,11:58:09 EDT,0.0,8108.316,confident,3.05,7,3.45,352.0,-138.0,342.0,2025-08-08 290 CALL,single,bullish trend,"rigid tp exit, sold early, averaged down",352.0,0.094168,2025-08-04,09:43:01 EDT,high risk-reward,,2.47826087,,-385.0,392.0,2.73,3.5,2.55072464,,true,"chip, tech","break and retest pm, break and retest previous day",long,Win,"",SMH,,,0.0,0.0,"day trade, etf, high conviction",3.5,12.0,89.79591837
JPATrades,2095.8,2676.8,2.994,3.824,100.87,576.0,3.8,2025-08-05 15:18:00 UTC,2025-08-05,10:49:05 EDT,0.0,1309.287,calm & disciplined,3.0,4,3.85,581.0,-136.0,424.0,2025-08-15 175 PUT,single,bullish trend,averaged down,581.0,0.27719466,2025-08-05,10:27:16 EDT,"profitable scale-out, high risk-reward",,3.11764706,,-105.0,204.0,2.79,4.0,4.27205882,,true,"tech, chip","break and retest 5 m, orderblock retest",short,Win,"",NVDA,,,0.0,0.0,"day trade, stock, high conviction, idea trade",4.5,7.0,284.80392157
JPATrades,260.0,84.0,1.3,0.42,,24.0,1.42,2025-08-05 13:00:00 UTC,2025-08-05,10:50:19 EDT,0.0,70068.454,"blind faith, overconfident",1.3,3,0.42,-176.0,-130.0,260.0,2025-08-08 144 CALL,single,bullish trend,"emotional entry, no plan, stop not honored",-176.0,-0.67692308,2025-08-04,15:22:30 EDT,"",,2.0,,-176.0,24.0,0.42,1.42,-1.35384615,,true,"tech, chip",sympathy,long,Loss,"",ARM,,,0.0,0.0,"swing trade, callout, stock",,2.0,-100.0
JPATrades,4250.4,6000.0,3.542,5.0,58.14,3010.0,6.05,2025-08-07 13:00:00 UTC,2025-08-07,09:33:26 EDT,0.0,84719.227,"blind faith, revenge",3.58,5,5.0,1750.0,-1070.0,1750.0,2025-08-15 180 CALL,single,bullish trend,"ignored plan, averaged down, oversized, stop not honored",1750.0,0.41176471,2025-08-06,10:01:27 EDT,missed runner,,1.63551402,,-626.0,3010.0,2.83,6.05,1.63551402,,true,"tech, chip","news, break and retest pm",long,Win,"",NVDA,,,0.0,0.0,"swing trade, stock",3.0,12.0,58.13953488
JPATrades,740.0,200.0,7.4,2.0,,-475.0,13.26,2025-08-07 14:00:00 UTC,2025-08-07,09:55:23 EDT,0.0,67373.298,"overconfident, boredom, blind faith",7.4,2,2.0,-540.0,-365.0,760.0,2025-08-08 450 CALL,single,bullish trend,"low risk-reward, oversized, too shortdated",-540.0,-0.72972973,2025-08-06,15:12:30 EDT,"",,2.08219178,,-730.0,0.0,0.1,2.65,-1.47945205,,true,tech,earnings,long,Loss,"",APP,,,0.0,0.0,"callout, swing trade, stock",2.5,1.0,-73.97260274
JPATrades,2933.0,3530.1,4.19,5.043,251.9,237.0,3.9,2025-08-08 14:13:00 UTC,2025-08-08,09:48:15 EDT,0.0,480.418,"confident, calm & disciplined",4.19,4,5.1,597.0,-91.0,567.0,2025-08-15 175 CALL,single,bullish trend,"",597.0,0.20354586,2025-08-08,09:40:15 EDT,"profitable scale-out, high risk-reward",,6.23076923,,-8.0,627.0,4.17,5.2,6.56043956,,true,"chip, tech",break and retest 5 m,long,Win,"",AMD,,,0.0,0.0,"high conviction, day trade, stock",4.5,7.0,95.215311
JPATrades,1140.0,1035.0,3.8,3.45,,105.0,4.15,2025-08-08 14:15:00 UTC,2025-08-08,14:00:02 EDT,0.0,15267.351,overconfident,3.8,2,3.45,-105.0,-60.0,120.0,2025-08-15 190 CALL,single,bullish trend,"ignored plan, stop not honored",-105.0,-0.09210526,2025-08-08,09:45:34 EDT,lucky,,2.0,,-273.0,105.0,2.89,4.15,-1.75,,true,tech,break and retest 5 m,long,Loss,"",PLTR,,,0.0,0.0,"day trade, stock",2.0,3.0,-38.46153846
JPATrades,1230.0,1334.0,6.15,6.67,54.17,192.0,8.65,2025-08-11 16:30:00 UTC,2025-08-11,11:00:31 EDT,0.0,2011.841,"hesitant, trigger happy",6.15,3,6.67,104.0,-70.0,140.0,2025-08-15 345 CALL,single,bullish trend,"sold early, rigid tp exit",104.0,0.08455285,2025-08-11,10:26:59 EDT,missed runner,,2.0,,-10.0,182.0,5.75,7.45,1.48571429,,true,tech,"break and retest 15m, break and retest 5 m",long,Win,"",TSLA,,,0.0,0.0,"day trade, stock",3.0,2.0,57.14285714
JPATrades,3350.0,2750.0,6.7,5.5,,35.0,7.1,2025-08-11 16:56:00 UTC,2025-08-11,11:07:46 EDT,0.0,4283.546,"fomo, confident",6.7,3,5.5,-600.0,-350.0,1400.0,2025-08-22 310 CALL,single,"bullish trend, range","ignored plan, stop not honored, emotional entry",-600.0,-0.17910448,2025-08-11,09:56:22 EDT,"",,4.0,,-600.0,350.0,5.5,7.4,-1.71428571,,true,"tech, chip","break and retest pm, orderblock retest, news",long,Loss,"",AVGO,,,0.0,0.0,"day trade, stock",3.5,5.0,-100.0
JPATrades,4227.2,5715.2,10.568,14.288,100.2,1485.0,14.22,2025-08-12 16:51:00 UTC,2025-08-12,12:42:47 EDT,0.0,10896.408,"hesitant, blind faith, trigger happy",10.99,5,14.25,1488.0,-747.0,1373.0,2025-08-22 795 CALL,single,bullish trend,"stop not honored, ignored plan, emotional entry, averaged down, oversized",1488.0,0.35202271,2025-08-12,09:41:10 EDT,lucky,,1.83801874,,-987.0,1385.0,7.7,14.48,1.99196787,,true,tech,break and retest 5 m,long,Win,"",META,,,0.0,0.0,"stock, day trade",2.5,4.0,107.4368231
JPATrades,2575.0,2800.0,5.15,5.6,60.0,375.0,5.9,2025-08-13 17:19:00 UTC,2025-08-13,13:22:37 EDT,0.0,4390.948,calm & disciplined,5.15,2,5.6,225.0,-200.0,375.0,2025-08-22 185 CALL,single,bullish trend,low risk-reward,225.0,0.08737864,2025-08-13,12:09:26 EDT,"",,1.875,,-200.0,295.0,4.75,5.74,1.125,,true,"chip, tech",break and retest 5 m,long,Win,"",AMD,,,0.0,0.0,"",3.0,5.0,76.27118644
JPATrades,668.0,910.0,6.68,9.1,90.3,268.0,9.36,2025-08-14 14:28:00 UTC,2025-08-14,10:47:07 EDT,0.0,2916.944,"calm & disciplined, confident",6.68,2,9.1,242.0,-68.0,232.0,2025-08-22 795 CALL,single,bullish trend,"",242.0,0.36227545,2025-08-14,09:58:30 EDT,"",,3.41176471,,-106.0,243.0,5.62,9.11,3.55882353,,true,tech,"momentum, break and retest 5 m",long,Win,"",META,,,0.0,0.0,"day trade, stock, high conviction",4.5,1.0,99.58847737
JPATrades,2956.8,3644.0,3.696,4.555,93.72,733.0,5.55,2025-08-14 18:09:00 UTC,2025-08-14,13:28:18 EDT,0.0,13896.65,"calm & disciplined, confident, overconfident",3.7,4,4.72,687.0,-557.0,1043.0,2025-08-22 230 CALL,single,bullish trend,"stop not honored, sold early",687.0,0.23233006,2025-08-14,09:36:41 EDT,"profitable scale-out, missed runner",,1.87253142,,-269.0,733.0,2.75,4.95,1.23339318,,true,cyclicals,"break and retest 5 m, break and retest current day range, gap and go",long,Win,"",AMZN,,,0.0,0.0,"stock, day trade",3.0,8.0,93.72442019
JPATrades,4162.0,5200.0,10.405,13.0,100.97,1028.0,12.9,2025-08-15 14:42:00 UTC,2025-08-15,10:14:05 EDT,0.0,2425.93,trigger happy,10.41,4,13.0,1038.0,-802.0,1838.0,2025-08-22 790 CALL,single,bullish trend,"averaged up, oversized, sold early, stop not honored",1038.0,0.24939933,2025-08-15,09:33:39 EDT,"profitable scale-out, missed runner",,2.29177057,,-243.0,1091.0,8.45,13.53,1.29426434,,true,tech,break and retest pm,long,Win,"",META,,,0.0,0.0,"day trade, stock",3.5,4.0,95.14207149
JPATrades,695.0,147.5,0.278,0.059,,-560.0,,,2025-08-15,13:17:54 EDT,0.0,178537.651,blind faith,0.29,11,0.06,-549.0,-346.0,1554.0,2025-09-19 7 CALL,single,"bullish trend, range","averaged down, ignored plan, stop not honored",-549.0,-0.7887931,2025-08-13,11:42:16 EDT,"",,4.49132948,,-499.0,11.0,0.05,0.3,-1.5867052,,true,"",earnings,long,Loss,"",SY,,,0.0,0.0,"callout, swing trade, stock, idea trade",2.0,25.0,-110.02004008
JPATrades,3580.2,3039.0,5.967,5.065,,-501.0,,,2025-08-18,10:48:56 EDT,0.0,4170.579,"hesitant, calm & disciplined, fomo",6.02,5,5.06,-541.0,-370.0,800.0,2025-08-29 185 CALL,single,bullish trend,"averaged down, ignored plan, stop not honored",-541.0,-0.15111732,2025-08-18,09:39:26 EDT,missed runner,,2.16216216,,-557.0,0.0,5.028,5.978,-1.46216216,,true,"tech, chip","orderblock retest, break and retest previous day",long,Loss,"",NVDA,,,0.0,0.0,"day trade, stock, high conviction",2.0,6.0,-97.12746858
JPATrades,380.0,410.0,0.38,0.41,2.8,1070.0,1.45,2025-08-18 13:00:00 UTC,2025-08-18,14:13:16 EDT,0.0,262794.351,boredom,0.38,3,0.41,30.0,-250.0,620.0,2025-08-29 4 CALL,single,bullish trend,no plan,30.0,0.07894737,2025-08-15,13:13:22 EDT,"",,2.48,,-54.0,1070.0,0.326,1.45,0.12,,true,real estate,momentum,long,Win,"",OPEN,,,0.0,0.0,"swing trade, stock, idea trade",2.0,10.0,2.80373832
JPATrades,2088.0,2148.0,5.22,5.37,37.13,161.6,5.549,2025-08-18 18:52:00 UTC,2025-08-18,14:33:22 EDT,0.0,13232.535,"revenge, calm & disciplined",5.22,3,5.37,60.0,-48.0,72.0,2025-08-29 185 CALL,single,"bullish trend, range","low risk-reward, sold early",60.0,0.02873563,2025-08-18,10:52:49 EDT,missed runner,,1.5,,-78.0,61.6,5.025,5.374,1.25,,true,"tech, chip",break and retest pm,long,Win,"",NVDA,,,0.0,0.0,"day trade, stock",2.5,4.0,97.4025974
JPATrades,1820.0,1940.0,9.1,9.7,109.09,110.0,9.65,2025-08-19 14:33:00 UTC,2025-08-19,10:08:24 EDT,0.0,274.246,"tilt, fomo, revenge, trigger happy",9.1,3,9.7,120.0,-40.0,100.0,2025-08-29 340 CALL,single,bullish trend,sold early,120.0,0.06593407,2025-08-19,10:03:50 EDT,high risk-reward,,2.5,,-30.0,140.0,8.95,9.8,3.0,,true,tech,"break and retest 15m, break and retest 5 m, break and retest current day range",long,Win,"",TSLA,,,0.0,0.0,"day trade, stock, high conviction",4.5,2.0,85.71428571
JPATrades,8531.6,11009.6,3.047,3.932,80.94,3061.5,4.367,2025-08-22 14:47:00 UTC,2025-08-22,10:23:19 EDT,0.0,261723.406,"fomo, overconfident, tilt, trigger happy",5.55,22,3.2,2478.0,-3492.0,2668.0,2025-08-29 297 CALL,single,bearish trend,"averaged down, emotional entry, oversized, stop not honored, ignored plan",2478.0,0.29043601,2025-08-19,09:41:16 EDT,profitable scale-out,,0.76403207,,-3995.0,0.0,1.19,4.367,0.70962199,,true,"tech, chip","",long,Win,"",SMH,,,0.0,0.0,"swing trade, day trade, etf",0.5,28.0,62.02753442
JPATrades,6850.0,7176.0,3.425,3.588,62.08,523.5,3.797,2025-08-25 14:39:00 UTC,2025-08-25,10:10:23 EDT,0.0,967.936,"calm & disciplined, confident, hesitant",3.48,5,3.4,325.0,-150.0,350.0,2025-09-05 230 CALL,single,bullish trend,"averaged down, oversized",325.0,0.04744526,2025-08-25,09:54:15 EDT,missed runner,,2.33333333,,-149.0,468.5,3.344,3.7,2.16666667,,true,tech,orderblock retest,long,Win,"",AAPL,,,0.0,0.0,"day trade, stock",4.0,20.0,69.37033084
JPATrades,2775.0,2895.0,9.25,9.65,8.89,1350.0,13.75,2025-08-25 18:42:00 UTC,2025-08-25,10:14:06 EDT,0.0,77.366,"calm & disciplined, confident, trigger happy",9.25,2,9.65,120.0,-30.0,105.0,2025-09-05 345 CALL,single,bullish trend,sold early,120.0,0.04324324,2025-08-25,10:12:48 EDT,"missed runner, high risk-reward",,3.5,,0.0,135.0,9.25,9.7,4.0,,true,tech,break and retest previous day,long,Win,"",TSLA,,,0.0,0.0,"day trade, stock, high conviction",4.5,3.0,88.88888889
JPATrades,1277.2,2340.0,3.193,5.85,81.83,1299.0,6.38,2025-08-15 04:00:00 UTC,2025-08-25,10:23:10 EDT,0.0,3023451.935,"blind faith, confident",4.22,6,5.2,1063.0,-277.0,2723.0,2025-12-19 25 CALL,single,bullish trend,oversized,1063.0,0.83241973,2025-07-21,10:32:19 EDT,profitable scale-out,,9.83032491,,-592.0,1357.0,1.35,6.9,3.83754513,,true,basic materials,"momentum, news",long,Win,"",METC,,,0.0,0.0,"swing trade, stock, callout, high conviction",4.5,4.0,78.33456153
